home_team,away_team,league,match_date,home_form,away_form,home_elo,away_elo,elo_diff,home_odds,draw_odds,away_odds,home_win_prob,draw_prob,away_win_prob,over_odds,under_odds,handi_size,handi_home,handi_away,match_result,over_2_5,btts,home_goals,away_goals,form3home,form3away,homeshots,awayshots,hometarget,awaytarget,homefouls,awayfouls,homecorners,awaycorners,homeyellow,awayyellow,homered,awayred,home_win_pred,draw_pred,away_win_pred,under_2_5_pred,over_2_5_pred,btts_no_pred,btts_yes_pred,match_result_pred,over_under_pred,btts_pred,over_under_actual,btts_actual,match_result_confidence,over_under_confidence,btts_confidence,match_result_confidence_bin,over_under_confidence_bin,btts_confidence_bin
Lorient,Auxerre,F1,2023-02-26,0.4666666666666667,0.3333333333333333,0.7827949999999999,0.731765,0.20411999999999988,2.1,3.48,3.51,0.47619047619047616,0.28735632183908044,0.2849002849002849,1.9,1.92,-0.3,1.82,2.08,A,0,0,0.0,1.0,0.4444444444444444,0.5555555555555556,0.6,0.3,0.13333333333333333,0.03333333333333333,0.6,1.05,0.6666666666666666,0.0,0.4,0.6,0.0,0.0,0.2362147269581377,0.31244316199579647,0.45134211104606586,0.911041623237091,0.08895837676290895,0.6119311439330706,0.3880688560669295,A,Under,No,Under,No,0.45134211104606586,0.911041623237091,0.6119311439330706,0-50%,90-100%,60-70%
Ath Bilbao,Girona,SP1,2023-02-26,0.4,0.4,0.8602799999999999,0.801545,0.23494000000000007,1.69,3.78,5.29,0.591715976331361,0.2645502645502646,0.1890359168241966,2.09,1.76,-0.8,1.89,2.01,A,1,1,2.0,3.0,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.26666666666666666,0.1,0.13333333333333333,0.85,0.4,0.7333333333333333,0.2,1.0,1.0,0.0,0.0,0.18301246337990393,0.22321617581401715,0.5937713608060792,0.6457238937657219,0.3542761062342781,0.4683500293192242,0.5316499706807758,A,Under,Yes,Over,Yes,0.5937713608060792,0.6457238937657219,0.5316499706807758,50-60%,60-70%,50-60%
Tottenham,Chelsea,E0,2023-02-26,0.6,0.4,0.9235399999999999,0.930925,-0.029539999999999962,2.54,3.33,2.91,0.39370078740157477,0.3003003003003003,0.3436426116838488,2.04,1.81,0.0,1.81,2.13,H,0,0,2.0,0.0,0.6666666666666666,0.2222222222222222,0.26666666666666666,0.3333333333333333,0.1,0.06666666666666667,0.5,0.5,0.26666666666666666,0.26666666666666666,0.4,0.6,0.0,0.0,0.5680778968938603,0.28384262755375333,0.14807947555238607,0.8351194176006357,0.16488058239936432,0.6417536531957249,0.35824634680427514,H,Under,No,Under,No,0.5680778968938603,0.8351194176006357,0.6417536531957249,50-60%,80-90%,60-70%
Ajaccio,Troyes,F1,2023-02-26,0.2,0.06666666666666667,0.73303,0.75525,-0.08888000000000011,2.24,3.17,3.49,0.4464285714285714,0.31545741324921134,0.28653295128939826,2.38,1.59,-0.3,1.91,1.99,H,1,1,2.0,1.0,0.0,0.0,0.4666666666666667,0.36666666666666664,0.2,0.16666666666666666,0.4,0.75,0.4,0.2,0.4,0.4,0.0,0.2,0.6265808168575128,0.1667127268950976,0.20670645624738954,0.28556114747815253,0.7144388525218475,0.3473572988475756,0.6526427011524244,H,Over,Yes,Over,Yes,0.6265808168575128,0.7144388525218475,0.6526427011524244,60-70%,70-80%,60-70%
Clermont,Strasbourg,F1,2023-02-26,0.13333333333333333,0.4,0.77285,0.790725,-0.0715,2.57,3.18,2.9,0.38910505836575876,0.31446540880503143,0.3448275862068966,2.2,1.68,0.0,1.83,2.07,D,0,1,1.0,1.0,0.0,0.6666666666666666,0.36666666666666664,0.4,0.13333333333333333,0.2,0.85,1.25,0.4666666666666667,0.13333333333333333,0.2,0.8,0.0,0.0,0.16843617430936814,0.5001121925538063,0.33145163313682596,0.5667754858337706,0.4332245141662295,0.2967729635975125,0.7032270364024875,D,Under,Yes,Under,Yes,0.5001121925538063,0.5667754858337706,0.7032270364024875,50-60%,50-60%,70-80%
Nantes,Rennes,F1,2023-02-26,0.4666666666666667,0.4,0.8070499999999999,0.8484349999999999,-0.16553999999999996,3.44,3.36,2.18,0.29069767441860467,0.2976190476190476,0.4587155963302752,2.09,1.76,0.3,2.02,1.88,A,0,0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.36666666666666664,0.23333333333333334,0.1,0.4,0.6,0.8,0.26666666666666666,0.4,0.4,0.0,0.0,0.19319844748748413,0.2691745109287411,0.5376270415837755,0.5647924022752882,0.43520759772471185,0.43415212859866403,0.565847871401336,A,Under,Yes,Under,No,0.5376270415837755,0.5647924022752882,0.565847871401336,50-60%,50-60%,50-60%
Reims,Toulouse,F1,2023-02-26,0.6,0.6,0.8185650000000001,0.79961,0.07582000000000017,2.12,3.52,3.44,0.4716981132075471,0.2840909090909091,0.29069767441860467,1.72,2.14,-0.3,1.75,2.05,H,1,0,3.0,0.0,0.5555555555555556,0.3333333333333333,0.6,0.43333333333333335,0.2,0.2,0.6,0.7,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.5998915278708079,0.17486572205898482,0.22524275007020725,0.17990046187693176,0.8200995381230682,0.2819040074414262,0.7180959925585738,H,Over,Yes,Over,No,0.5998915278708079,0.8200995381230682,0.7180959925585738,50-60%,80-90%,70-80%
Salernitana,Monza,I1,2023-02-26,0.2,0.5333333333333333,0.76878,0.79338,-0.09840000000000008,3.53,3.41,2.13,0.28328611898017,0.29325513196480935,0.4694835680751174,2.01,1.82,0.3,2.07,1.83,H,1,0,3.0,0.0,0.0,0.4444444444444444,0.4,0.4666666666666667,0.16666666666666666,0.1,0.6,0.8,0.06666666666666667,0.2,0.4,0.8,0.0,0.2,0.603311810030199,0.18080491025701426,0.2158832797127868,0.419469235367533,0.580530764632467,0.44436125284848227,0.5556387471515177,H,Over,Yes,Over,No,0.603311810030199,0.580530764632467,0.5556387471515177,60-70%,50-60%,50-60%
Freiburg,Leverkusen,D1,2023-02-26,0.6666666666666666,0.4,0.881865,0.8799450000000001,0.007679999999999836,2.2,3.59,3.22,0.45454545454545453,0.2785515320334262,0.3105590062111801,1.82,2.02,-0.3,1.93,1.97,D,0,1,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.7,0.65,0.06666666666666667,0.2,0.4,0.2,0.0,0.0,0.38521333804901997,0.4360635802149138,0.1787230817360663,0.4261535619398449,0.5738464380601551,0.4624069838849342,0.5375930161150658,D,Over,Yes,Under,Yes,0.4360635802149138,0.5738464380601551,0.5375930161150658,0-50%,50-60%,50-60%
Celta,Valladolid,SP1,2023-02-26,0.4666666666666667,0.4666666666666667,0.82564,0.80941,0.06492000000000007,1.68,3.77,5.49,0.5952380952380952,0.26525198938992045,0.18214936247723132,2.16,1.71,-0.8,1.87,2.03,H,1,0,3.0,0.0,0.4444444444444444,0.4444444444444444,0.6,0.2,0.13333333333333333,0.1,0.3,0.25,0.3333333333333333,0.26666666666666666,0.2,0.6,0.0,0.2,0.7082506071865753,0.17174265002757838,0.12000674278584718,0.5322097355368145,0.46779026446318556,0.6306153457254259,0.3693846542745741,H,Under,No,Over,No,0.7082506071865753,0.5322097355368145,0.6306153457254259,70-80%,50-60%,60-70%
Monaco,Nice,F1,2023-02-26,0.8666666666666667,0.8666666666666667,0.87398,0.84569,0.11315999999999986,2.03,3.57,3.62,0.4926108374384237,0.2801120448179272,0.27624309392265195,1.88,1.94,-0.5,2.05,1.85,A,1,0,0.0,3.0,1.0,0.7777777777777778,0.5,0.4,0.13333333333333333,0.23333333333333334,0.4,0.6,0.3333333333333333,0.2,0.0,0.2,0.0,0.0,0.24171684350492365,0.3140368184945928,0.4442463380004835,0.22465681165520346,0.7753431883447965,0.3044963903545982,0.6955036096454018,A,Over,Yes,Over,No,0.4442463380004835,0.7753431883447965,0.6955036096454018,0-50%,70-80%,60-70%
Bayern Munich,Union Berlin,D1,2023-02-26,0.5333333333333333,0.8666666666666667,1.003775,0.8935299999999999,0.44098000000000004,1.33,5.51,9.21,0.7518796992481203,0.18148820326678766,0.10857763300760043,1.57,2.44,-1.5,1.96,1.94,H,1,0,3.0,0.0,0.6666666666666666,0.7777777777777778,0.6333333333333333,0.13333333333333333,0.3333333333333333,0.03333333333333333,0.4,0.45,0.6666666666666666,0.26666666666666666,0.2,0.2,0.0,0.0,0.9024765708048714,0.07568267961345862,0.02184074958166979,0.19341681413821665,0.8065831858617833,0.5019627316904,0.49803726830960005,H,Over,No,Over,No,0.9024765708048714,0.8065831858617833,0.5019627316904,90-100%,80-90%,50-60%
Udinese,Spezia,I1,2023-02-26,0.3333333333333333,0.06666666666666667,0.8269500000000001,0.769765,0.22874000000000025,1.65,3.97,5.29,0.6060606060606061,0.2518891687657431,0.1890359168241966,1.85,1.98,-0.8,1.85,2.05,D,1,1,2.0,2.0,0.1111111111111111,0.1111111111111111,0.5,0.3,0.2,0.06666666666666667,0.55,0.8,0.3333333333333333,0.13333333333333333,0.4,0.4,0.0,0.0,0.6550387013429835,0.29343567333572246,0.05152562532129493,0.4474351169872808,0.5525648830127192,0.5201804311513225,0.47981956884867744,H,Over,No,Over,Yes,0.6550387013429835,0.5525648830127192,0.5201804311513225,60-70%,50-60%,50-60%
Almeria,Barcelona,SP1,2023-02-26,0.26666666666666666,1.0,0.80275,0.95224,-0.59796,6.87,4.9,1.44,0.14556040756914118,0.2040816326530612,0.6944444444444444,1.58,2.4,1.3,1.94,1.96,H,0,0,1.0,0.0,0.0,1.0,0.23333333333333334,0.4666666666666667,0.13333333333333333,0.03333333333333333,0.65,0.55,0.26666666666666666,0.4666666666666667,0.6,0.6,0.0,0.0,0.38390973452588456,0.2179852406986645,0.398105024775451,0.8729836361387046,0.12701636386129542,0.7295713684471741,0.2704286315528259,A,Under,No,Under,No,0.398105024775451,0.8729836361387046,0.7295713684471741,0-50%,80-90%,70-80%
Marseille,Paris SG,F1,2023-02-26,0.6666666666666666,0.6666666666666666,0.87551,0.928175,-0.21065999999999985,2.74,3.69,2.44,0.36496350364963503,0.2710027100271003,0.4098360655737705,1.59,2.36,0.0,2.05,1.85,A,1,0,0.0,3.0,0.6666666666666666,0.6666666666666666,0.6333333333333333,0.4,0.2,0.23333333333333334,1.0,0.7,0.4666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.1427887198485216,0.13369308395192644,0.7235181961995519,0.15123841565751694,0.848761584342483,0.24512961983317882,0.7548703801668212,A,Over,Yes,Over,No,0.7235181961995519,0.848761584342483,0.7548703801668212,70-80%,80-90%,70-80%
Milan,Atalanta,I1,2023-02-26,0.4,0.4666666666666667,0.91091,0.872795,0.15246000000000004,2.19,3.38,3.42,0.4566210045662101,0.2958579881656805,0.29239766081871343,1.89,1.94,-0.3,1.9,2.0,H,0,0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.43333333333333335,0.1,0.1,0.0,0.55,0.55,0.26666666666666666,0.2,0.6,0.4,0.0,0.0,0.6004096608826386,0.2742306449722745,0.12535969414508658,0.8732728936431502,0.12672710635684986,0.723148202092194,0.27685179790780606,H,Under,No,Under,No,0.6004096608826386,0.8732728936431502,0.723148202092194,60-70%,80-90%,70-80%
Sevilla,Osasuna,SP1,2023-02-26,0.6666666666666666,0.2,0.8604400000000001,0.8315499999999999,0.1155600000000004,1.88,3.46,4.51,0.5319148936170213,0.28901734104046245,0.22172949002217296,2.35,1.61,-0.5,1.87,2.03,A,1,1,2.0,3.0,0.4444444444444444,0.2222222222222222,0.7333333333333333,0.36666666666666664,0.26666666666666666,0.13333333333333333,0.5,0.75,0.6666666666666666,0.13333333333333333,0.8,0.4,0.2,0.0,0.29870829072137944,0.2348672237183559,0.4664244855602651,0.3745254634637789,0.6254745365362211,0.25170414735824265,0.7482958526417574,A,Over,Yes,Over,Yes,0.4664244855602651,0.6254745365362211,0.7482958526417574,0-50%,60-70%,70-80%
Verona,Fiorentina,I1,2023-02-27,0.5333333333333333,0.13333333333333333,0.792375,0.840195,-0.1912800000000002,3.27,3.29,2.29,0.3058103975535168,0.303951367781155,0.4366812227074236,2.18,1.69,0.3,1.91,1.99,A,1,0,0.0,3.0,0.4444444444444444,0.1111111111111111,0.4,0.5333333333333333,0.1,0.23333333333333334,0.75,0.55,0.26666666666666666,0.13333333333333333,0.6,0.6,0.0,0.0,0.11943374006880401,0.12012675653782721,0.7604395033933691,0.27861269484937345,0.7213873051506265,0.30798760055585495,0.692012399444145,A,Over,Yes,Over,No,0.7604395033933691,0.7213873051506265,0.692012399444145,70-80%,70-80%,60-70%
Lazio,Sampdoria,I1,2023-02-27,0.5333333333333333,0.13333333333333333,0.8736349999999999,0.76055,0.45234000000000013,1.43,4.46,7.98,0.6993006993006994,0.2242152466367713,0.12531328320802004,1.95,1.87,-1.3,2.04,1.86,H,0,0,1.0,0.0,0.4444444444444444,0.2222222222222222,0.5,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.5,0.65,0.5333333333333333,0.2,0.4,0.4,0.0,0.0,0.7354426509425752,0.1871784450615084,0.07737890399591632,0.7143360613978407,0.2856639386021594,0.684476932735937,0.31552306726406304,H,Under,No,Under,No,0.7354426509425752,0.7143360613978407,0.684476932735937,70-80%,70-80%,60-70%
Villarreal,Getafe,SP1,2023-02-27,0.2,0.3333333333333333,0.870745,0.81096,0.23913999999999988,1.68,3.68,5.67,0.5952380952380952,0.2717391304347826,0.1763668430335097,2.28,1.64,-0.8,1.89,2.01,H,1,1,2.0,1.0,0.0,0.5555555555555556,0.36666666666666664,0.26666666666666666,0.16666666666666666,0.1,0.45,0.65,0.4,0.4,0.0,0.2,0.0,0.0,0.7871321263528834,0.15517545681378123,0.05769241683333621,0.5318823333073985,0.4681176666926014,0.6258489473432096,0.37415105265679033,H,Under,No,Over,Yes,0.7871321263528834,0.5318823333073985,0.6258489473432096,70-80%,50-60%,60-70%
Cremonese,Roma,I1,2023-02-28,0.13333333333333333,0.6666666666666666,0.7442799999999999,0.8849600000000001,-0.5627200000000002,5.25,3.49,1.77,0.19047619047619047,0.28653295128939826,0.5649717514124294,2.37,1.61,0.8,1.85,2.08,H,1,1,2.0,1.0,0.1111111111111111,0.7777777777777778,0.2,0.3333333333333333,0.06666666666666667,0.1,0.85,0.55,0.2,0.2,0.6,0.4,0.0,0.0,0.41463331071347836,0.21822956360354562,0.36713712568297646,0.7027641898984273,0.29723581010157274,0.7064516340805422,0.2935483659194578,H,Under,No,Over,Yes,0.41463331071347836,0.7027641898984273,0.7064516340805422,0-50%,70-80%,70-80%
Juventus,Torino,I1,2023-02-28,0.6666666666666666,0.5333333333333333,0.898655,0.8208300000000001,0.31129999999999974,1.78,3.43,5.28,0.5617977528089888,0.29154518950437314,0.1893939393939394,2.49,1.55,-0.8,2.05,1.88,H,1,1,4.0,2.0,1.0,0.4444444444444444,0.43333333333333335,0.26666666666666666,0.2,0.1,0.25,0.65,0.2,0.4666666666666667,0.0,0.4,0.0,0.0,0.7983295461119618,0.13874216916212945,0.06292828472590933,0.3599090830170937,0.6400909169829063,0.5099144920242644,0.4900855079757355,H,Over,No,Over,Yes,0.7983295461119618,0.6400909169829063,0.5099144920242644,70-80%,60-70%,50-60%
Arsenal,Everton,E0,2023-03-01,0.4666666666666667,0.4,0.963135,0.835375,0.5110399999999999,1.36,5.04,9.33,0.7352941176470588,0.1984126984126984,0.10718113612004287,1.82,2.02,-1.3,1.83,2.07,H,1,0,4.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.26666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.6,0.3333333333333333,0.06666666666666667,0.0,0.4,0.0,0.0,0.8309424014980219,0.1003910219789546,0.06866657652302391,0.29033998114102066,0.7096600188589793,0.4452855409761114,0.5547144590238886,H,Over,Yes,Over,No,0.8309424014980219,0.7096600188589793,0.5547144590238886,80-90%,70-80%,50-60%
Liverpool,Wolves,E0,2023-03-01,0.5333333333333333,0.4666666666666667,0.964605,0.8566699999999999,0.43174000000000023,1.49,4.59,6.6,0.6711409395973155,0.2178649237472767,0.15151515151515152,1.73,2.14,-1.0,1.82,2.08,H,0,0,2.0,0.0,0.7777777777777778,0.4444444444444444,0.5,0.13333333333333333,0.2,0.03333333333333333,0.65,0.7,0.3333333333333333,0.13333333333333333,0.4,0.6,0.0,0.0,0.8685125665734239,0.09998482581539368,0.031502607611182724,0.535826921770399,0.46417307822960097,0.5688426217081173,0.4311573782918827,H,Under,No,Under,No,0.8685125665734239,0.535826921770399,0.5688426217081173,80-90%,50-60%,50-60%
Dortmund,RB Leipzig,D1,2023-03-03,1.0,0.6666666666666666,0.928015,0.93045,-0.009740000000000236,2.22,3.68,3.14,0.4504504504504504,0.2717391304347826,0.3184713375796178,1.62,2.34,-0.3,1.94,1.99,H,1,1,2.0,1.0,1.0,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.1,0.2,0.4,1.0,0.26666666666666666,0.4,0.4,1.0,0.0,0.0,0.5109557901463001,0.27776231457564177,0.21128189527805824,0.3825726688754807,0.6174273311245193,0.26726781945776956,0.7327321805422304,H,Over,Yes,Over,Yes,0.5109557901463001,0.6174273311245193,0.7327321805422304,50-60%,60-70%,70-80%
Napoli,Lazio,I1,2023-03-03,1.0,0.5333333333333333,0.9740700000000001,0.8736349999999999,0.40174000000000026,1.66,3.91,5.49,0.6024096385542169,0.2557544757033248,0.18214936247723132,1.93,1.91,-0.8,1.85,2.08,A,0,0,0.0,1.0,1.0,0.6666666666666666,0.4666666666666667,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.65,0.4,0.5333333333333333,0.2,0.4,0.4,0.0,0.0,0.2711806881335241,0.32846969174232005,0.40034962012415565,0.8937169282987588,0.10628307170124114,0.7340657052787328,0.2659342947212672,A,Under,No,Under,No,0.40034962012415565,0.8937169282987588,0.7340657052787328,0-50%,80-90%,70-80%
Sociedad,Cadiz,SP1,2023-03-03,0.3333333333333333,0.6,0.8844299999999999,0.811505,0.2916999999999998,1.53,3.93,7.47,0.6535947712418301,0.2544529262086514,0.13386880856760375,2.39,1.59,-1.0,1.97,1.96,D,0,0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.5,0.2,0.1,0.06666666666666667,0.9,0.9,0.26666666666666666,0.0,0.0,0.2,0.0,0.0,0.3693770787595893,0.5296345229940936,0.10098839824631739,0.7706984272210771,0.2293015727789229,0.7299132650096438,0.2700867349903561,D,Under,No,Under,No,0.5296345229940936,0.7706984272210771,0.7299132650096438,50-60%,70-80%,70-80%
Nice,Auxerre,F1,2023-03-03,0.8666666666666667,0.5333333333333333,0.85182,0.74198,0.43936000000000014,1.65,3.76,5.77,0.6060606060606061,0.26595744680851063,0.1733102253032929,2.1,1.75,-0.8,1.87,2.06,D,0,1,1.0,1.0,0.7777777777777778,0.7777777777777778,0.5666666666666667,0.1,0.16666666666666666,0.03333333333333333,0.5,0.6,0.5333333333333333,0.0,0.0,0.2,0.0,0.0,0.40954364395767906,0.5023978555978891,0.08805850044443174,0.6547282528123801,0.3452717471876198,0.6937621404960095,0.30623785950399046,D,Under,No,Under,Yes,0.5023978555978891,0.6547282528123801,0.6937621404960095,50-60%,60-70%,60-70%
Man City,Newcastle,E0,2023-03-04,0.6666666666666666,0.4,1.0096749999999999,0.9165800000000001,0.37237999999999966,1.48,4.59,6.76,0.6756756756756757,0.2178649237472767,0.14792899408284024,1.71,2.17,-1.3,2.06,1.84,H,0,0,2.0,0.0,0.7777777777777778,0.2222222222222222,0.36666666666666664,0.16666666666666666,0.1,0.06666666666666667,0.4,0.65,0.5333333333333333,0.26666666666666666,0.4,0.8,0.0,0.0,0.7213707137327988,0.20399166422179354,0.07463762204540729,0.7763578047232831,0.22364219527671694,0.6630084949361281,0.33699150506387193,H,Under,No,Under,No,0.7213707137327988,0.7763578047232831,0.6630084949361281,70-80%,70-80%,60-70%
Getafe,Girona,SP1,2023-03-04,0.3333333333333333,0.6,0.81433,0.81616,-0.007319999999999709,2.79,2.96,2.89,0.35842293906810035,0.33783783783783783,0.3460207612456747,2.6,1.5,0.0,1.91,1.99,H,1,1,3.0,2.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3,0.2,0.23333333333333334,1.2,0.55,0.2,0.2,1.0,0.8,0.0,0.0,0.6000155066211468,0.17710565720430946,0.22287883617454401,0.14618624391935464,0.8538137560806454,0.14962006708398112,0.8503799329160189,H,Over,Yes,Over,Yes,0.6000155066211468,0.8538137560806454,0.8503799329160189,60-70%,80-90%,80-90%
Monza,Empoli,I1,2023-03-04,0.4666666666666667,0.2,0.79338,0.800395,-0.028059999999999946,2.11,3.24,3.84,0.47393364928909953,0.30864197530864196,0.2604166666666667,2.09,1.77,-0.5,2.1,1.8,H,1,1,2.0,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6,0.1,0.1,0.5,0.6,0.06666666666666667,0.5333333333333333,0.4,0.6,0.0,0.0,0.6270770310498504,0.21469741875487397,0.1582255501952754,0.6809576325365088,0.3190423674634912,0.5755021255560855,0.4244978744439145,H,Under,No,Over,Yes,0.6270770310498504,0.6809576325365088,0.5755021255560855,60-70%,60-70%,50-60%
Augsburg,Werder Bremen,D1,2023-03-04,0.4,0.6,0.811975,0.8256699999999999,-0.054779999999999746,2.34,3.58,2.97,0.4273504273504274,0.27932960893854747,0.33670033670033667,1.76,2.09,-0.3,2.04,1.86,H,1,1,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.5666666666666667,0.16666666666666666,0.26666666666666666,0.5,0.45,0.2,0.4666666666666667,0.4,0.4,0.0,0.0,0.4333726319029834,0.23720067093314848,0.32942669716386797,0.16352046260328978,0.8364795373967102,0.19645148861850814,0.8035485113814919,H,Over,Yes,Over,Yes,0.4333726319029834,0.8364795373967102,0.8035485113814919,0-50%,80-90%,80-90%
Bochum,Schalke 04,D1,2023-03-04,0.2,0.4666666666666667,0.80201,0.79114,0.04348000000000002,2.39,3.45,2.97,0.41841004184100417,0.2898550724637681,0.33670033670033667,1.92,1.91,-0.3,2.09,1.81,A,0,0,0.0,2.0,0.0,0.5555555555555556,0.2,0.3,0.13333333333333333,0.16666666666666666,0.85,0.55,0.26666666666666666,0.26666666666666666,0.4,0.2,0.0,0.0,0.35805595953806596,0.3239308485401375,0.3180131919217969,0.4325651998013065,0.5674348001986935,0.42774373990407166,0.5722562600959283,H,Over,Yes,Under,No,0.35805595953806596,0.5674348001986935,0.5722562600959283,0-50%,50-60%,50-60%
Mainz,Hoffenheim,D1,2023-03-04,0.8,0.0,0.859865,0.81445,0.18165999999999985,1.93,3.77,3.84,0.5181347150259068,0.26525198938992045,0.2604166666666667,1.71,2.17,-0.5,1.93,1.97,H,0,0,1.0,0.0,1.0,0.0,0.5333333333333333,0.5,0.2,0.13333333333333333,0.6,0.75,0.7333333333333333,0.2,0.2,0.8,0.0,0.0,0.3894757812356942,0.31982453218929136,0.2906996865750149,0.36093519304114974,0.6390648069588503,0.34629517606669813,0.6537048239333019,H,Over,Yes,Under,No,0.3894757812356942,0.6390648069588503,0.6537048239333019,0-50%,60-70%,60-70%
MGladbach,Freiburg,D1,2023-03-04,0.4666666666666667,0.6666666666666666,0.854185,0.88676,-0.1303000000000002,2.47,3.55,2.8,0.4048582995951417,0.28169014084507044,0.35714285714285715,1.75,2.11,0.0,1.83,2.07,D,0,0,0.0,0.0,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.1,0.55,0.75,0.4,0.3333333333333333,1.0,0.4,0.2,0.0,0.2525073306033925,0.4778139649258517,0.2696787044707561,0.5597031518351735,0.4402968481648265,0.4213730361586202,0.5786269638413798,D,Under,Yes,Under,No,0.4778139649258517,0.5597031518351735,0.5786269638413798,0-50%,50-60%,50-60%
Union Berlin,FC Koln,D1,2023-03-04,0.6666666666666666,0.3333333333333333,0.8973099999999999,0.83536,0.24779999999999971,1.93,3.38,4.35,0.5181347150259068,0.2958579881656805,0.2298850574712644,2.29,1.64,-0.5,1.93,1.97,D,0,0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.45,0.5,0.3333333333333333,0.26666666666666666,0.2,0.0,0.0,0.0,0.2804552028589409,0.4789284338437014,0.24061636329735758,0.718640176369503,0.28135982363049705,0.6622051094056092,0.3377948905943908,D,Under,No,Under,No,0.4789284338437014,0.718640176369503,0.6622051094056092,0-50%,70-80%,60-70%
Arsenal,Bournemouth,E0,2023-03-04,0.6666666666666666,0.3333333333333333,0.963135,0.821105,0.5681199999999998,1.22,6.82,13.83,0.819672131147541,0.14662756598240467,0.07230657989877079,1.58,2.41,-1.8,1.75,2.05,H,1,1,3.0,2.0,1.0,0.4444444444444444,1.0333333333333334,0.13333333333333333,0.3,0.13333333333333333,0.3,0.4,1.1333333333333333,0.06666666666666667,0.0,0.4,0.0,0.0,0.7488881391024578,0.17366241641596109,0.07744944448158154,0.31664627263215905,0.683353727367841,0.4410064708038828,0.5589935291961172,H,Over,Yes,Over,Yes,0.7488881391024578,0.683353727367841,0.5589935291961172,70-80%,60-70%,50-60%
Aston Villa,Crystal Palace,E0,2023-03-04,0.4,0.26666666666666666,0.875245,0.87109,0.016619999999999892,2.07,3.32,3.88,0.48309178743961356,0.30120481927710846,0.2577319587628866,2.28,1.64,-0.5,2.07,1.83,H,0,0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.1,0.03333333333333333,0.0,0.7,0.85,0.13333333333333333,0.26666666666666666,0.4,0.6,0.0,0.2,0.6342947401291736,0.2417835826573519,0.12392167721347488,0.9645745994367079,0.03542540056329208,0.8301398302963647,0.16986016970363532,H,Under,No,Under,No,0.6342947401291736,0.9645745994367079,0.8301398302963647,60-70%,90-100%,80-90%
Brighton,West Ham,E0,2023-03-04,0.5333333333333333,0.5333333333333333,0.90428,0.876695,0.11033999999999969,1.79,3.8,4.61,0.5586592178770949,0.2631578947368421,0.21691973969631234,1.93,1.9,-0.8,2.02,1.88,H,1,0,4.0,0.0,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.1,0.3,0.06666666666666667,0.3,0.4,0.4666666666666667,0.2,0.0,0.6,0.0,0.0,0.8296984279302749,0.10956085623308524,0.06074071583664015,0.25440477468490696,0.745595225315093,0.4090970424255973,0.5909029575744027,H,Over,Yes,Over,No,0.8296984279302749,0.745595225315093,0.5909029575744027,80-90%,70-80%,50-60%
Chelsea,Leeds,E0,2023-03-04,0.2,0.26666666666666666,0.915965,0.846255,0.27884000000000014,1.64,4.02,5.52,0.6097560975609756,0.24875621890547267,0.1811594202898551,1.9,1.93,-0.8,1.8,2.1,H,0,0,1.0,0.0,0.1111111111111111,0.3333333333333333,0.43333333333333335,0.36666666666666664,0.1,0.06666666666666667,0.5,0.35,0.3333333333333333,0.4666666666666667,0.4,0.0,0.0,0.0,0.7349643624415789,0.1992223997593353,0.06581323779908564,0.8792769262038398,0.12072307379616021,0.7568499023778845,0.24315009762211548,H,Under,No,Under,No,0.7349643624415789,0.8792769262038398,0.7568499023778845,70-80%,80-90%,70-80%
Wolves,Tottenham,E0,2023-03-04,0.4666666666666667,0.8,0.8566699999999999,0.930455,-0.29514000000000035,3.31,3.36,2.27,0.3021148036253776,0.2976190476190476,0.44052863436123346,2.09,1.76,0.3,1.95,1.95,H,0,0,1.0,0.0,0.1111111111111111,0.6666666666666666,0.26666666666666666,0.7,0.16666666666666666,0.2,0.55,0.9,0.26666666666666666,0.5333333333333333,0.2,0.2,0.0,0.0,0.4971062385983585,0.19833615828865644,0.3045576031129851,0.3679354072474934,0.6320645927525066,0.3635176611279163,0.6364823388720837,H,Over,Yes,Under,No,0.4971062385983585,0.6320645927525066,0.6364823388720837,0-50%,60-70%,60-70%
